sec,dt,tp,wv,wd,rh,pr
107,2020.2.9 5:00,-4.7,0.2,0,60,1028.1
107,2020.2.9 6:00,-5.1,0.7,320,62,1027.9
107,2020.2.9 7:00,-5,1,320,61,1028
107,2020.2.9 8:00,-5.4,1.6,290,62,1028.2
107,2020.2.9 9:00,-4.4,0.7,290,51,1028
107,2020.2.9 10:00,-1.3,2,270,46,1027.9
107,2020.2.9 11:00,0.6,3.1,250,35,1027.7
107,2020.2.9 12:00,1.7,1.9,290,30,1026.9
107,2020.2.9 13:00,2.4,2.9,290,27,1025.8
107,2020.2.9 14:00,3.4,2.1,270,24,1024.7
107,2020.2.9 15:00,3.7,3.8,290,31,1024
107,2020.2.9 16:00,3.8,3.9,250,39,1023.6
107,2020.2.9 17:00,3.5,2.7,250,44,1023.4
107,2020.2.9 18:00,2.1,3.7,270,50,1023.3
107,2020.2.9 19:00,1.3,2.6,270,55,1023.1
107,2020.2.9 20:00,1.2,1.9,230,58,1022.9
107,2020.2.9 21:00,1.3,1.1,250,62,1022.5
107,2020.2.9 22:00,0.9,1,290,66,1022.7
107,2020.2.9 23:00,0.8,1,270,67,1022.9
107,2020.2.10 0:00,0.8,0.9,230,67,1022.5
107,2020.2.10 1:00,1.1,1,230,66,1022.4
107,2020.2.10 2:00,1.1,1.3,20,68,1022
107,2020.2.10 3:00,1.2,1.8,50,69,1022
107,2020.2.10 4:00,1.1,2.1,50,69,1021.7
107,2020.2.10 5:00,0.1,1.4,20,75,1021.7
107,2020.2.10 6:00,-0.4,0.7,340,74,1022.1
107,2020.2.10 7:00,-0.6,1.2,320,76,1022.7
107,2020.2.10 8:00,-0.4,1.3,290,76,1023.4
107,2020.2.10 9:00,0.6,0.4,0,68,1023.7
107,2020.2.10 10:00,2.9,2.1,320,64,1023.8
107,2020.2.10 11:00,5,1.8,290,43,1024.2
107,2020.2.10 12:00,6.7,3.3,270,35,1024
107,2020.2.10 13:00,7.4,3.8,320,29,1023.7
107,2020.2.10 14:00,8.4,4,290,28,1023.4
107,2020.2.10 15:00,9.6,2.8,270,26,1023.2
107,2020.2.10 16:00,9.5,2,320,27,1023.4
107,2020.2.10 17:00,8.9,3,320,25,1023.8
107,2020.2.10 18:00,7.4,2,290,33,1024.4
107,2020.2.10 19:00,6.1,2.3,290,37,1024.7
107,2020.2.10 20:00,5.2,1,270,38,1025.3
107,2020.2.10 21:00,4.2,1.1,290,42,1025.7
107,2020.2.10 22:00,3.1,1.7,290,47,1026.3
107,2020.2.10 23:00,2.8,0.3,0,49,1026.8
107,2020.2.11 0:00,2.4,1.3,50,48,1027.5
107,2020.2.11 1:00,1.9,1.4,50,54,1027.7
107,2020.2.11 2:00,1.4,1.3,50,55,1027.7
107,2020.2.11 3:00,0.9,1.1,70,57,1028
107,2020.2.11 4:00,0.7,1.3,50,57,1027.9
107,2020.2.11 5:00,0,1.8,50,62,1027.7
107,2020.2.11 6:00,-0.1,1.8,90,58,1027.9
107,2020.2.11 7:00,-0.3,1.8,50,61,1028.4
107,2020.2.11 8:00,0.1,2.5,70,53,1028.7
107,2020.2.11 9:00,2.2,3.2,70,45,1028.6
107,2020.2.11 10:00,4.8,2.3,70,39,1028.8
107,2020.2.11 11:00,7.3,1.7,70,34,1029
107,2020.2.11 12:00,9.5,1.8,90,29,1028.8
107,2020.2.11 13:00,11.1,1,20,26,1027.4
107,2020.2.11 14:00,12.8,1.2,90,22,1026.4
107,2020.2.11 15:00,13.9,1.2,180,19,1025.7
107,2020.2.11 16:00,14.2,2.5,200,18,1025.4
107,2020.2.11 17:00,13.5,2.6,270,18,1025.2
107,2020.2.11 18:00,11.6,2.1,290,22,1025.3
107,2020.2.11 19:00,10,2,320,28,1025.5
107,2020.2.11 20:00,9.3,1.6,270,30,1025.9
107,2020.2.11 21:00,8.7,1.5,270,31,1026
107,2020.2.11 22:00,8,0.8,270,32,1025.9
107,2020.2.11 23:00,7.8,0.3,0,35,1025.4
107,2020.2.12 0:00,7.7,0.5,20,35,1024.6
107,2020.2.12 1:00,7.5,0.9,70,32,1024.3
107,2020.2.12 2:00,7.3,1.2,70,35,1023.9
107,2020.2.12 3:00,7.1,1.3,50,37,1023
107,2020.2.12 4:00,6.9,1,50,45,1022.1
107,2020.2.12 5:00,6.7,1.1,70,52,1021.3
107,2020.2.12 6:00,6.8,2.1,110,47,1020.8
107,2020.2.12 7:00,6.7,1.7,70,48,1020.1
107,2020.2.12 8:00,6.8,2.5,70,47,1019.8
107,2020.2.12 9:00,7,3.9,70,46,1019.5
107,2020.2.12 10:00,7.1,4,70,52,1018.6
107,2020.2.12 11:00,7.2,3.8,70,64,1018
107,2020.2.12 12:00,6.9,4.9,70,76,1017.2
107,2020.2.12 13:00,6.6,4,70,87,1015.7
107,2020.2.12 14:00,7.2,3.9,70,93,1014.4
107,2020.2.12 15:00,7.5,3.5,70,94,1013.5
107,2020.2.12 16:00,7.6,2.6,70,95,1013.1
107,2020.2.12 17:00,8,2.1,70,95,1012.8
107,2020.2.12 18:00,8,2.2,90,95,1012.4
107,2020.2.12 19:00,8,0.9,50,95,1013
107,2020.2.12 20:00,8.1,1.4,290,95,1013.5
107,2020.2.12 21:00,7.7,1.6,340,96,1014
107,2020.2.12 22:00,7.7,0.5,70,96,1014.1
107,2020.2.12 23:00,7.9,1.3,270,96,1014.4
107,2020.2.13 0:00,7.8,2.4,270,96,1014.7
107,2020.2.13 1:00,7.1,1.7,270,96,1015.1
107,2020.2.13 2:00,7.1,1.8,290,97,1015.4
107,2020.2.13 3:00,7,1.8,290,96,1015.9
107,2020.2.13 4:00,6.4,2.4,290,95,1016.1
107,2020.2.13 5:00,5.8,1.4,290,94,1016.9
107,2020.2.13 6:00,5.4,1.7,290,95,1017.5
107,2020.2.13 7:00,4.9,0,0,95,1018
107,2020.2.13 8:00,5.1,0.5,290,95,1018.7
107,2020.2.13 9:00,5.6,0,0,94,1019.4
107,2020.2.13 10:00,6.5,0.8,290,87,1019.8
107,2020.2.13 11:00,7.3,2.7,270,81,1020.1
107,2020.2.13 12:00,7.6,2.9,200,77,1020.2
107,2020.2.13 13:00,7.8,1.9,270,76,1019.6
107,2020.2.13 14:00,8,2.1,250,74,1019.3
107,2020.2.13 15:00,8.4,2.8,200,73,1019.4
107,2020.2.13 16:00,8.5,2.9,230,73,1019.7
107,2020.2.13 17:00,7.7,2.5,250,74,1019.4
107,2020.2.13 18:00,7.3,1.5,270,75,1019.7
107,2020.2.13 19:00,6.8,1.3,290,77,1020.3
107,2020.2.13 20:00,5.9,1.6,270,82,1020.5
107,2020.2.13 21:00,5.5,0.4,0,83,1021
107,2020.2.13 22:00,5.7,0.8,270,82,1021.5
107,2020.2.13 23:00,5.8,2.4,320,82,1021.3
107,2020.2.14 0:00,5.3,1.8,290,85,1021.3
107,2020.2.14 1:00,5.2,1.7,360,85,1021
107,2020.2.14 2:00,5,2,320,86,1021.2
107,2020.2.14 3:00,4.7,1.4,290,89,1020.5
107,2020.2.14 4:00,4.3,1.1,290,92,1020.8
107,2020.2.14 5:00,4,1,290,92,1021
107,2020.2.14 6:00,3.6,0.8,320,93,1020.8
107,2020.2.14 7:00,3.3,1.2,290,93,1020.9
107,2020.2.14 8:00,3.4,0.4,0,93,1021.3
107,2020.2.14 9:00,3.9,0.2,0,87,1021.4
107,2020.2.14 10:00,6.2,1.7,70,71,1021.1
107,2020.2.14 11:00,7.8,1.7,70,65,1020.9
107,2020.2.14 12:00,9.4,2,50,61,1020.7
107,2020.2.14 13:00,11,0.7,340,56,1020
107,2020.2.14 14:00,12.7,1,230,48,1019.4
107,2020.2.14 15:00,13.9,1.4,180,45,1019.5
107,2020.2.14 16:00,14.3,0.8,320,41,1019.1
107,2020.2.14 17:00,14.2,0.9,140,43,1018.7
107,2020.2.14 18:00,13,0.8,230,49,1019.6
107,2020.2.14 19:00,11,1.9,290,59,1020.5
107,2020.2.14 20:00,10.2,1.7,270,60,1021.1
107,2020.2.14 21:00,9.1,1,340,67,1021.5
107,2020.2.14 22:00,8.4,1.4,70,68,1022.4
107,2020.2.14 23:00,7.8,0.3,0,70,1022.5
107,2020.2.15 0:00,7.5,1.9,50,71,1022.7
107,2020.2.15 1:00,6.9,1.9,70,74,1022.4
107,2020.2.15 2:00,7,3.1,90,73,1021.4
107,2020.2.15 3:00,7,4,70,68,1021.3
107,2020.2.15 4:00,7,2.9,90,68,1020.6
107,2020.2.15 5:00,7.1,4.7,70,67,1020.4
107,2020.2.15 6:00,6.8,1.9,90,66,1021
107,2020.2.15 7:00,6.3,3,70,71,1020.6
107,2020.2.15 8:00,6.3,3.4,70,70,1020.9
107,2020.2.15 9:00,7.9,3.1,90,63,1021.3
107,2020.2.15 10:00,10.2,3.5,70,56,1021.1
107,2020.2.15 11:00,12.2,4.9,70,49,1020
107,2020.2.15 12:00,14.5,2.6,90,42,1019.4
107,2020.2.15 13:00,15.5,2.9,90,39,1017.8
107,2020.2.15 14:00,15,2.8,90,41,1016.4
107,2020.2.15 15:00,14.4,2.6,160,42,1016.1
107,2020.2.15 16:00,14.1,1.6,230,43,1015.8
107,2020.2.15 17:00,13.6,1.8,290,44,1014.9
107,2020.2.15 18:00,12,3.6,290,45,1014.6
107,2020.2.15 19:00,11,3.5,290,54,1014.6
107,2020.2.15 20:00,10,4.1,290,62,1014.9
107,2020.2.15 21:00,8,3.2,320,85,1015.3
107,2020.2.15 22:00,7.5,1.4,290,93,1015
107,2020.2.15 23:00,7.6,2,70,95,1012.6
107,2020.2.16 0:00,7.7,1,110,93,1012.1
107,2020.2.16 1:00,5.4,4.8,270,94,1012.4
107,2020.2.16 2:00,4.2,3.7,270,95,1012
107,2020.2.16 3:00,2.6,4.9,270,95,1011.6
107,2020.2.16 4:00,0.9,3.6,270,96,1011.6
107,2020.2.16 5:00,0.5,3.9,270,96,1011.6
107,2020.2.16 6:00,0.3,3.6,250,96,1011.9
107,2020.2.16 7:00,0,2.4,270,96,1012.4
107,2020.2.16 8:00,-0.3,4.8,290,96,1012.9
107,2020.2.16 9:00,-1,4.3,270,92,1013.1
107,2020.2.16 10:00,-1.4,4.4,290,84,1013.1
107,2020.2.16 11:00,-1.5,3.4,290,85,1013.4
107,2020.2.16 12:00,-1.5,2.9,270,91,1013
107,2020.2.16 13:00,-1.7,4.8,270,87,1012.9
107,2020.2.16 14:00,-1.4,5.8,290,79,1012.4
107,2020.2.16 15:00,-0.7,5.4,270,68,1012.2
107,2020.2.16 16:00,-2,5.1,270,81,1012.5
107,2020.2.16 17:00,-1.5,5.8,270,65,1012.8
107,2020.2.16 18:00,-2.6,3.9,270,68,1013.9
107,2020.2.16 19:00,-3.3,3.7,290,61,1014.5
107,2020.2.16 20:00,-3.9,3.8,290,61,1015.2
107,2020.2.16 21:00,-4.1,3.2,290,71,1015.9
107,2020.2.16 22:00,-4.2,2.9,290,66,1016
107,2020.2.16 23:00,-4.2,2.5,290,68,1016.1
107,2020.2.17 0:00,-4.1,2.1,290,68,1016.1
107,2020.2.17 1:00,-4,1.9,290,79,1015.9
107,2020.2.17 2:00,-4.2,3.6,320,85,1016.2
107,2020.2.17 3:00,-4.5,4.1,320,71,1016.3
107,2020.2.17 4:00,-4.6,2.9,290,79,1016.1
107,2020.2.17 5:00,-5.5,3.4,290,79,1016.1
107,2020.2.17 6:00,-5.8,4,320,70,1016.1
107,2020.2.17 7:00,-6.1,3.4,290,63,1016.2
107,2020.2.17 8:00,-6.4,3.3,320,75,1016.5
107,2020.2.17 9:00,-6.7,4.3,320,72,1017
107,2020.2.17 10:00,-6.2,4,290,69,1016.8
107,2020.2.17 11:00,-6,4.1,320,66,1016.9
107,2020.2.17 12:00,-5.7,3.4,290,69,1017.1
107,2020.2.17 13:00,-5.2,3.2,290,64,1016.7
107,2020.2.17 14:00,-4.6,3.8,320,60,1016.5
107,2020.2.17 15:00,-4.4,3.5,270,56,1016.6
107,2020.2.17 16:00,-5.4,4.1,320,57,1017.3
107,2020.2.17 17:00,-5.6,5,320,56,1017.9
107,2020.2.17 18:00,-6,4.4,320,59,1019
107,2020.2.17 19:00,-6.6,3.8,320,56,1020.2
107,2020.2.17 20:00,-7,2.5,320,57,1021.4
107,2020.2.17 21:00,-6.9,2.4,290,61,1021.9
107,2020.2.17 22:00,-6.9,2.8,270,63,1022.3
107,2020.2.17 23:00,-7,2.4,270,63,1022.7
107,2020.2.18 0:00,-7,2.2,270,56,1023.2
107,2020.2.18 1:00,-7,1.9,320,52,1023.6
107,2020.2.18 2:00,-7.1,2.8,290,48,1024.3
107,2020.2.18 3:00,-7.3,2.3,290,49,1024.4
107,2020.2.18 4:00,-7.5,2.6,290,51,1024.9
107,2020.2.18 5:00,-7.7,2.3,290,52,1025.1
107,2020.2.18 6:00,-7.9,2.2,290,49,1025.9
107,2020.2.18 7:00,-8,1.6,320,54,1026.6
107,2020.2.18 8:00,-8.3,1.8,290,54,1027.6
107,2020.2.18 9:00,-7.1,3.1,340,42,1028.4
107,2020.2.18 10:00,-6,3.1,340,40,1028.6
107,2020.2.18 11:00,-4.3,2.6,320,34,1028.9
107,2020.2.18 12:00,-3.1,2.9,290,31,1028.7
107,2020.2.18 13:00,-1.8,2.9,290,31,1027.8
107,2020.2.18 14:00,-0.4,2.6,290,36,1027.2
107,2020.2.18 15:00,-0.2,3.8,320,31,1027.2
107,2020.2.18 16:00,1,3,270,29,1027.2
107,2020.2.18 17:00,0.9,3.3,270,32,1027.6
107,2020.2.18 18:00,-0.6,2.3,270,40,1028.1
107,2020.2.18 19:00,-1.6,1.5,290,47,1028.6
107,2020.2.18 20:00,-2.3,1.6,290,49,1028.8
107,2020.2.18 21:00,-2.7,2,290,50,1029.2
107,2020.2.18 22:00,-3.2,0.7,270,51,1029.6
107,2020.2.18 23:00,-3.4,0.8,20,55,1029.6
107,2020.2.19 0:00,-3.7,0.7,320,60,1029.8
107,2020.2.19 1:00,-3.5,0.5,360,64,1030
107,2020.2.19 2:00,-3.5,0.3,0,59,1030.5
107,2020.2.19 3:00,-3.8,1.6,50,66,1030.4
107,2020.2.19 4:00,-3.9,2,50,65,1030.1
107,2020.2.19 5:00,-4.2,1.9,50,62,1029.7
107,2020.2.19 6:00,-4.2,1.8,50,65,1030.1
107,2020.2.19 7:00,-4.2,2.6,70,63,1030.2
107,2020.2.19 8:00,-3.7,2.4,70,62,1030.5
107,2020.2.19 9:00,-2.6,2,70,59,1031.2
107,2020.2.19 10:00,-1,1.6,50,53,1031.2
107,2020.2.19 11:00,1.4,2,50,44,1031
107,2020.2.19 12:00,2.8,2.4,50,37,1030.7
107,2020.2.19 13:00,4.5,1.8,230,37,1030
107,2020.2.19 14:00,5.8,2.2,200,40,1029.4
107,2020.2.19 15:00,6.2,2.8,270,45,1029.3
107,2020.2.19 16:00,6.2,1.6,290,44,1029.1
107,2020.2.19 17:00,6.3,0.8,250,44,1029
107,2020.2.19 18:00,5.2,1.1,360,51,1029
107,2020.2.19 19:00,3.9,1,290,57,1029.3
107,2020.2.19 20:00,3.2,0.2,0,60,1029.7
107,2020.2.19 21:00,2.8,1,320,63,1030.1
107,2020.2.19 22:00,2.3,0.9,290,64,1030.5
107,2020.2.19 23:00,2,1.2,50,67,1030.7
107,2020.2.20 0:00,1.6,1.8,50,68,1030.8
107,2020.2.20 1:00,1.2,1.1,50,70,1030.9
107,2020.2.20 2:00,0.8,1.2,50,72,1031.1
107,2020.2.20 3:00,0.6,1.4,50,74,1031.3
107,2020.2.20 4:00,0.5,1,50,76,1031.4
107,2020.2.20 5:00,0.2,1.7,20,77,1032
107,2020.2.20 6:00,-0.1,1.7,50,79,1032.3
107,2020.2.20 7:00,-0.6,1.4,50,81,1032.8
107,2020.2.20 8:00,-0.5,1.5,50,79,1033.3
107,2020.2.20 9:00,1,1.5,50,69,1034
107,2020.2.20 10:00,3.2,0.9,110,58,1034.2
107,2020.2.20 11:00,5.2,0.8,360,54,1034.5
107,2020.2.20 12:00,7.8,1.4,140,49,1034
107,2020.2.20 13:00,9.6,2.2,200,43,1033.2
107,2020.2.20 14:00,9.9,2.5,270,38,1032.8
107,2020.2.20 15:00,10.5,2.9,270,37,1032.6
107,2020.2.20 16:00,10.7,2.4,290,40,1032.5
107,2020.2.20 17:00,10.1,2.5,290,42,1032.8
107,2020.2.20 18:00,8.6,2.8,270,46,1033.2
107,2020.2.20 19:00,6.9,2.8,320,61,1034.2
107,2020.2.20 20:00,5.6,3,270,69,1035.1
107,2020.2.20 21:00,4.9,1.2,250,71,1034.7
107,2020.2.20 22:00,4,1.5,20,75,1034.7
107,2020.2.20 23:00,3.5,1.2,50,73,1034.7
107,2020.2.21 0:00,3.2,0.6,360,76,1034.7
107,2020.2.21 1:00,2.5,1.8,50,78,1034.8
107,2020.2.21 2:00,2.7,1.9,70,76,1034.3
107,2020.2.21 3:00,2.7,0.7,320,74,1034.3
107,2020.2.21 4:00,2.5,1.4,140,76,1033.8
107,2020.2.21 5:00,2.1,1.8,50,79,1033.3
107,2020.2.21 6:00,2.4,2.4,70,72,1033.1
107,2020.2.21 7:00,2.5,2.1,90,72,1033.3
107,2020.2.21 8:00,3,1.9,90,67,1033.4
107,2020.2.21 9:00,3.8,2.7,70,67,1033.3
107,2020.2.21 10:00,5.7,2.5,50,57,1033
107,2020.2.21 11:00,7.1,1.7,90,53,1032.8
107,2020.2.21 12:00,8.2,1.5,70,49,1031.7
107,2020.2.21 13:00,9.4,1.8,50,44,1030.3
107,2020.2.21 14:00,10.7,3.3,200,41,1028.7
107,2020.2.21 15:00,10.9,4,230,44,1027.9
107,2020.2.21 16:00,10.7,2.9,200,47,1027.2
107,2020.2.21 17:00,10.5,3,230,51,1026.7
107,2020.2.21 18:00,10.1,2.4,250,57,1026
107,2020.2.21 19:00,9.7,1.9,200,60,1025.3
107,2020.2.21 20:00,9.5,2.1,250,60,1024.8
107,2020.2.21 21:00,8.4,3.1,230,74,1024.8
107,2020.2.21 22:00,7.5,2.7,270,87,1024.5
107,2020.2.21 23:00,7.2,2.2,200,92,1023.5
107,2020.2.22 0:00,7,2.6,200,93,1022.1
107,2020.2.22 1:00,6.5,3.5,270,93,1021.9
107,2020.2.22 2:00,6,5.8,270,93,1021.6
107,2020.2.22 3:00,5.2,5.5,270,90,1021.8
107,2020.2.22 4:00,4.7,2.6,250,87,1021.6
107,2020.2.22 5:00,4.2,3.7,270,86,1022
107,2020.2.22 6:00,3.9,3.6,270,83,1022.5
107,2020.2.22 7:00,3.5,3,270,80,1023.2
107,2020.2.22 8:00,3.4,3.2,270,81,1023.7
107,2020.2.22 9:00,3.9,2.5,270,79,1024.3
107,2020.2.22 10:00,4.9,4.2,270,68,1024.1
107,2020.2.22 11:00,6.3,3.1,250,62,1024
107,2020.2.22 12:00,6.7,5.8,270,54,1023.7
107,2020.2.22 13:00,7.2,5.2,250,48,1023.1
107,2020.2.22 14:00,5.7,4.3,290,50,1022.7
107,2020.2.22 15:00,6.1,4.6,290,42,1023.1
107,2020.2.22 16:00,5.7,4,270,45,1023.9
107,2020.2.22 17:00,4.7,5.8,270,48,1024.4
107,2020.2.22 18:00,4.3,4.2,270,43,1025
107,2020.2.22 19:00,3,3.4,290,47,1026.3
107,2020.2.22 20:00,2.2,3.4,270,48,1027.6
107,2020.2.22 21:00,1.6,3.8,270,50,1028.5
107,2020.2.22 22:00,0.9,5,290,53,1029.5
107,2020.2.22 23:00,0.4,2.5,270,56,1029.6
107,2020.2.23 0:00,0,3,250,55,1029.9
107,2020.2.23 1:00,-0.4,2,250,56,1030.1
107,2020.2.23 2:00,-0.8,1.7,250,58,1030.2
107,2020.2.23 3:00,-1.1,1.1,270,63,1030.1
107,2020.2.23 4:00,-1.1,2.1,270,62,1030.2
107,2020.2.23 5:00,-1.5,0.8,320,63,1030.2
107,2020.2.23 6:00,-1.9,0.6,320,64,1030.4
107,2020.2.23 7:00,-2.5,0.2,0,67,1030.5
107,2020.2.23 8:00,-2.3,0.6,50,63,1030.5
107,2020.2.23 9:00,0.2,1.3,180,47,1031.1
107,2020.2.23 10:00,2.1,1.6,270,38,1031.2
107,2020.2.23 11:00,3.8,2.2,320,32,1031
107,2020.2.23 12:00,5,2.8,290,27,1030.6
107,2020.2.23 13:00,7,2.8,270,27,1029.3
107,2020.2.23 14:00,7.4,3.3,250,32,1028.2
107,2020.2.23 15:00,7.7,3.2,290,31,1027.7
107,2020.2.23 16:00,7.6,2.6,270,31,1027.4
107,2020.2.23 17:00,6.9,2.9,270,33,1027
107,2020.2.23 18:00,5.3,2.3,270,41,1027.1
107,2020.2.23 19:00,4.1,2.7,290,42,1027.2
107,2020.2.23 20:00,3.4,2.6,290,45,1027.8
107,2020.2.23 21:00,2.9,2.2,270,51,1027.5
107,2020.2.23 22:00,2.6,1.7,250,58,1027.7
107,2020.2.23 23:00,2.3,1.3,180,59,1027.7
107,2020.2.24 0:00,1.6,0.6,180,65,1027.4
107,2020.2.24 1:00,2.2,1.1,140,59,1027.2
107,2020.2.24 2:00,2.6,1.3,110,59,1027
107,2020.2.24 3:00,2.8,1.3,110,55,1026.5
107,2020.2.24 4:00,1.9,0.9,50,65,1026
107,2020.2.24 5:00,1,1.7,50,68,1026
107,2020.2.24 6:00,1.2,1.9,50,63,1026.4
107,2020.2.24 7:00,1.9,1.8,50,61,1026.3
107,2020.2.24 8:00,2.4,2.1,50,60,1026.7
107,2020.2.24 9:00,3.8,2,70,51,1026.7
107,2020.2.24 10:00,5.9,2.6,70,47,1026.3
107,2020.2.24 11:00,7.8,1.9,50,43,1025.7
107,2020.2.24 12:00,9.8,1.4,180,44,1025.1
107,2020.2.24 13:00,10.9,1.9,180,43,1024.2
107,2020.2.24 14:00,11.8,1.6,200,38,1023.4
107,2020.2.24 15:00,11.5,2.5,250,40,1023
107,2020.2.24 16:00,11.4,2.4,230,40,1022.6
107,2020.2.24 17:00,11.6,1.8,290,36,1022.6
107,2020.2.24 18:00,10.5,1.2,340,45,1022.1
107,2020.2.24 19:00,9.5,1.1,320,52,1022
107,2020.2.24 20:00,8.6,1.7,290,57,1022.4
107,2020.2.24 21:00,8.2,0.6,70,56,1022.1
107,2020.2.24 22:00,7.9,1.5,70,57,1021.8
107,2020.2.24 23:00,8,0.3,0,56,1022.2
107,2020.2.25 0:00,7.9,1.8,50,60,1021.1
107,2020.2.25 1:00,7.9,1.5,70,60,1020.6
107,2020.2.25 2:00,8,1.4,90,61,1020.9
107,2020.2.25 3:00,7.3,3.1,70,73,1020.5
107,2020.2.25 4:00,6.4,4.2,70,80,1019.7
107,2020.2.25 5:00,6,5.3,90,82,1018.6
107,2020.2.25 6:00,6,4.8,70,80,1017.8
107,2020.2.25 7:00,5.8,3.7,90,83,1017.5
107,2020.2.25 8:00,5.6,4.9,70,91,1017.8
107,2020.2.25 9:00,5.7,4.5,70,93,1018.3
107,2020.2.25 10:00,5.6,4.5,70,93,1017.6
107,2020.2.25 11:00,5.5,5.9,70,93,1016.5
107,2020.2.25 12:00,6.1,5.5,70,87,1015.6
107,2020.2.25 13:00,6.3,4.2,70,83,1016
107,2020.2.25 14:00,7,4.4,70,83,1015.5
107,2020.2.25 15:00,7.8,5.1,70,74,1014.8
107,2020.2.25 16:00,8.6,6.2,70,65,1015.4
107,2020.2.25 17:00,9.4,6,90,60,1015.8
107,2020.2.25 18:00,8.9,5.3,70,59,1016.4
107,2020.2.25 19:00,8,4.6,70,62,1017.5
107,2020.2.25 20:00,7.5,4.5,70,60,1018.4
107,2020.2.25 21:00,6.9,3.9,70,60,1019.2
107,2020.2.25 22:00,5.8,3.6,70,63,1020
107,2020.2.25 23:00,5.2,3.2,70,62,1020.4
107,2020.2.26 0:00,4.7,3.3,70,62,1020.4
107,2020.2.26 1:00,4.3,2,70,64,1020.6
107,2020.2.26 2:00,4.1,3,70,64,1021.1
107,2020.2.26 3:00,3.7,2.6,70,65,1021.3
107,2020.2.26 4:00,3.1,1.4,270,74,1021.5
107,2020.2.26 5:00,3,0.4,0,72,1022
107,2020.2.26 6:00,3.4,1.6,70,67,1022.4
107,2020.2.26 7:00,3.1,1.2,70,70,1022.8
107,2020.2.26 8:00,3.3,1.2,50,71,1023.5
107,2020.2.26 9:00,4.3,1.6,20,65,1023.9
107,2020.2.26 10:00,6.8,1,50,55,1023.8
107,2020.2.26 11:00,9,1.1,90,47,1023.4
107,2020.2.26 12:00,9.2,2.7,290,48,1023.3
107,2020.2.26 13:00,9.8,2.5,320,45,1022.7
107,2020.2.26 14:00,9.8,3.1,340,48,1022.2
107,2020.2.26 15:00,9.9,2.8,290,45,1021.9
107,2020.2.26 16:00,10,3.2,290,41,1021.8
107,2020.2.26 17:00,10,3.3,320,40,1022.2
107,2020.2.26 18:00,9.2,2,340,49,1022.8
107,2020.2.26 19:00,8.4,2.8,360,51,1023.4
107,2020.2.26 20:00,7.9,3.5,340,53,1024
107,2020.2.26 21:00,6.6,2.4,50,63,1024.6
107,2020.2.26 22:00,5.8,1.8,50,68,1025.3
107,2020.2.26 23:00,5.3,1.8,50,71,1026
107,2020.2.27 0:00,4.7,1.7,50,75,1026.1
107,2020.2.27 1:00,4.1,1.8,50,76,1026.3
107,2020.2.27 2:00,3.6,1.5,70,73,1026.9
107,2020.2.27 3:00,3,1.7,50,72,1027.2
107,2020.2.27 4:00,2.4,1.7,70,69,1027.4
107,2020.2.27 5:00,2.1,2.3,90,68,1027.4
107,2020.2.27 6:00,1.6,1.5,70,71,1028.1
107,2020.2.27 7:00,1.3,2,70,69,1028.6
107,2020.2.27 8:00,1.8,2.2,70,64,1029.2
107,2020.2.27 9:00,4.2,3.1,70,55,1029.4
107,2020.2.27 10:00,6.6,2.2,90,49,1029.7
107,2020.2.27 11:00,8,1.8,70,43,1029.3
107,2020.2.27 12:00,8.4,1.8,50,41,1029.1
107,2020.2.27 13:00,10.5,2.6,140,33,1028.3
107,2020.2.27 14:00,11.6,2,90,31,1027.2
107,2020.2.27 15:00,11.7,1.3,70,30,1026.6
107,2020.2.27 16:00,12,2.5,230,27,1026.4
107,2020.2.27 17:00,11.5,2.1,230,29,1026.3
107,2020.2.27 18:00,9.2,2.9,270,48,1026.7
107,2020.2.27 19:00,7.5,3.4,290,52,1027
107,2020.2.27 20:00,6.6,2.3,290,55,1027.5
107,2020.2.27 21:00,6.1,1,320,56,1027.7
107,2020.2.27 22:00,5.7,0.6,360,54,1027.8
107,2020.2.27 23:00,5,1.6,50,56,1027.3
107,2020.2.28 0:00,4.6,1.5,70,59,1026.6
107,2020.2.28 1:00,4.1,1.5,50,61,1026.1
107,2020.2.28 2:00,4,1.5,50,62,1026.2
107,2020.2.28 3:00,4.2,2,70,63,1025.4
107,2020.2.28 4:00,4.1,2,70,64,1024.8
107,2020.2.28 5:00,4.3,1,50,64,1024.4
107,2020.2.28 6:00,4.4,1.3,50,64,1024.2
107,2020.2.28 7:00,4.6,0.9,70,61,1024
107,2020.2.28 8:00,4.8,1.4,140,60,1024.6
107,2020.2.28 9:00,5.2,1,20,60,1024.9
107,2020.2.28 10:00,5.7,1.7,200,51,1024.2
107,2020.2.28 11:00,5.3,2,230,51,1024.5
107,2020.2.28 12:00,4.2,0.7,360,80,1024.2
107,2020.2.28 13:00,3.8,1.5,50,86,1023.5
107,2020.2.28 14:00,3.6,1.1,20,90,1022.2
107,2020.2.28 15:00,4.2,1.6,140,86,1021.4
107,2020.2.28 16:00,4.5,1.1,160,86,1021.1
107,2020.2.28 17:00,4.5,0.9,20,90,1020.8
107,2020.2.28 18:00,4.6,0.6,140,91,1020.4
107,2020.2.28 19:00,4.6,0.8,50,94,1020.5
107,2020.2.28 20:00,4.7,1.3,50,94,1020.4
107,2020.2.28 21:00,4.6,1.7,50,95,1020
107,2020.2.28 22:00,4.7,0.6,90,96,1019.8
